total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid class id,rDHpS < vPDHpS,improv.< minDiff,improv.< diffRatio * vPDHpS,Final Miss Ratio,minDiff,diffRatio,minSlabs,numSlabsFreeMem,minLTA,maxLTA
241,206,1,0,33,0,0,0,0,0.05637000000000003,10,0.250000,5,3,0,0
262,226,1,0,34,0,0,0,0,0.05601299999999998,20,0.200000,4,5,0,0
241,206,1,0,33,0,0,0,0,0.056374000000000035,50,0.250000,1,2,0,0
263,227,1,0,34,0,0,0,0,0.05604799999999999,60,0.050000,5,3,0,0
254,218,1,0,34,0,0,0,0,0.056227999999999945,20,0.100000,1,2,0,0
247,213,1,0,32,0,0,0,0,0.056227999999999945,80,0.100000,4,3,0,0
241,207,1,0,32,0,0,0,0,0.05633699999999997,80,0.250000,1,3,0,0
243,209,1,0,32,0,0,0,0,0.056338,10,0.150000,2,2,0,0
251,216,1,0,33,0,0,0,0,0.05629799999999996,30,0.050000,4,1,0,0
239,205,1,0,32,0,0,0,0,0.05635699999999999,40,0.050000,3,5,0,0
238,204,1,0,32,0,0,0,0,0.056381000000000014,70,0.250000,5,4,0,0
259,222,1,0,35,0,0,0,0,0.056101999999999985,50,0.100000,4,3,0,0
259,222,1,0,35,0,0,0,0,0.05612499999999998,30,0.100000,1,2,0,0
257,220,1,0,35,0,0,0,0,0.056216000000000044,100,0.050000,2,5,0,0
239,205,1,0,32,0,0,0,0,0.05634899999999998,100,0.100000,4,3,0,0
253,217,1,0,34,0,0,0,0,0.05617700000000003,30,0.250000,3,2,0,0
253,217,1,0,34,0,0,0,0,0.056167999999999996,80,0.150000,2,5,0,0
238,204,1,0,32,0,0,0,0,0.056381000000000014,50,0.200000,4,1,0,0
247,213,1,0,32,0,0,0,0,0.05630599999999997,60,0.050000,1,3,0,0
246,211,1,0,33,0,0,0,0,0.05627300000000002,40,0.150000,3,1,0,0
242,207,1,0,33,0,0,0,0,0.056392,40,0.150000,2,4,0,0
249,213,1,0,34,0,0,0,0,0.05619799999999997,40,0.200000,1,3,0,0
250,216,1,0,32,0,0,0,0,0.056254000000000026,90,0.050000,5,5,0,0
241,206,1,0,33,0,0,0,0,0.05639799999999995,80,0.200000,4,1,0,0
248,213,1,0,33,0,0,0,0,0.05631600000000003,50,0.200000,1,5,0,0
238,204,1,0,32,0,0,0,0,0.056425999999999976,70,0.200000,2,2,0,0
240,206,1,0,32,0,0,0,0,0.05638299999999996,60,0.250000,1,5,0,0
242,208,1,0,32,0,0,0,0,0.056355000000000044,30,0.050000,4,4,0,0
241,207,1,0,32,0,0,0,0,0.056352999999999986,10,0.250000,1,3,0,0
245,210,1,0,33,0,0,0,0,0.05630199999999996,20,0.050000,5,2,0,0
249,215,1,0,32,0,0,0,0,0.05610700000000002,100,0.050000,4,2,0,0
239,205,1,0,32,0,0,0,0,0.05638900000000002,100,0.100000,3,3,0,0
241,206,1,0,33,0,0,0,0,0.056347000000000036,90,0.050000,3,2,0,0
238,204,1,0,32,0,0,0,0,0.056423,70,0.250000,2,3,0,0
240,206,1,0,32,0,0,0,0,0.05637599999999998,10,0.250000,3,4,0,0
