Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid class id,rDHpS < vPDHpS,improv.< minDiff,improv.< diffRatio * vPDHpS,Final Miss Ratio,minDiff,diffRatio,minSlabs,numSlabsFreeMem,minLTA,maxLTA
Sieve,369,353,0,0,0,0,0,15,0,0.297443,20,0.050000,2,2,0,0
Sieve,118,112,0,0,0,0,0,5,0,0.303168,70,0.150000,3,1,0,0
Sieve,128,127,0,0,0,0,0,0,0,0.30285300000000004,10,0.250000,1,5,0,0
Sieve,115,112,0,0,0,0,0,2,0,0.303094,60,0.100000,3,2,0,0
Sieve,409,347,0,0,0,0,0,61,0,0.297477,30,0.150000,1,2,0,0
Sieve,126,125,0,0,0,0,0,0,0,0.30292699999999995,30,0.250000,3,5,0,0
Sieve,255,195,0,0,0,0,0,59,0,0.30026600000000003,100,0.100000,4,4,0,0
Sieve,115,107,0,0,0,0,0,7,0,0.303314,90,0.150000,4,3,0,0
Sieve,114,106,0,0,0,0,0,7,0,0.303195,100,0.200000,5,4,0,0
Sieve,127,126,0,0,0,0,0,0,0,0.303129,10,0.100000,1,3,0,0
Sieve,116,115,0,0,0,0,0,0,0,0.303245,10,0.150000,1,3,0,0
Sieve,125,119,0,0,0,0,0,5,0,0.30292300000000005,60,0.200000,1,3,0,0
Sieve,121,119,0,0,0,0,0,1,0,0.30296900000000004,40,0.250000,5,3,0,0
Sieve,131,124,0,0,0,0,0,6,0,0.30291199999999996,70,0.150000,1,2,0,0
Sieve,136,127,0,0,0,0,0,8,0,0.302878,70,0.150000,1,5,0,0
Sieve,120,114,0,0,0,0,0,5,0,0.30317400000000005,60,0.050000,4,1,0,0
Sieve,131,122,0,0,0,0,0,8,0,0.302801,60,0.250000,4,2,0,0
Sieve,126,123,0,0,0,0,0,2,0,0.302829,40,0.100000,4,5,0,0
Sieve,151,138,0,0,0,0,0,12,0,0.30262500000000003,70,0.150000,4,1,0,0
Sieve,132,131,0,0,0,0,0,0,0,0.302929,20,0.100000,2,4,0,0
Sieve,117,108,0,0,0,0,0,8,0,0.302972,90,0.250000,3,3,0,0
Sieve,117,114,0,0,0,0,0,2,0,0.303192,50,0.200000,2,4,0,0
Sieve,127,120,0,0,0,0,0,6,0,0.30290700000000004,60,0.250000,4,5,0,0
Sieve,308,241,0,0,0,0,0,66,0,0.29937199999999997,70,0.050000,4,2,0,0
Sieve,144,143,0,0,0,0,0,0,0,0.302979,10,0.200000,1,4,0,0
Sieve,111,103,0,0,0,0,0,7,0,0.30338299999999996,90,0.150000,1,3,0,0
Sieve,116,115,0,0,0,0,0,0,0,0.30313900000000005,40,0.050000,1,3,0,0
Sieve,196,171,0,0,0,0,0,24,0,0.301308,90,0.150000,1,5,0,0
Sieve,366,308,0,0,0,0,0,57,0,0.297998,40,0.100000,3,2,0,0
Sieve,110,109,0,0,0,0,0,0,0,0.30316,10,0.200000,3,3,0,0
Sieve,122,121,0,0,0,0,0,0,0,0.30309200000000003,30,0.200000,2,2,0,0
Sieve,112,111,0,0,0,0,0,0,0,0.303161,30,0.050000,4,1,0,0
Sieve,109,106,0,0,0,0,0,2,0,0.303211,60,0.100000,2,5,0,0
Sieve,116,115,0,0,0,0,0,0,0,0.303257,10,0.200000,1,2,0,0
Sieve,133,126,0,0,0,0,0,6,0,0.303021,70,0.250000,1,2,0,0
Sieve,110,106,0,0,0,0,0,3,0,0.303203,60,0.250000,1,2,0,0
Sieve,111,102,0,0,0,0,0,8,0,0.303292,90,0.150000,5,5,0,0
Sieve,126,113,0,0,0,0,0,12,0,0.303172,90,0.050000,4,1,0,0
Sieve,455,445,0,0,0,0,0,9,0,0.29623299999999997,10,0.250000,1,2,0,0
Sieve,112,104,0,0,0,0,0,7,0,0.30332899999999996,90,0.200000,5,2,0,0
Sieve,108,107,0,0,0,0,0,0,0,0.30332899999999996,20,0.150000,4,2,0,0
Sieve,110,109,0,0,0,0,0,0,0,0.30317000000000005,10,0.150000,1,4,0,0
Sieve,115,105,0,0,0,0,0,9,0,0.30334799999999995,80,0.100000,4,3,0,0
Sieve,270,236,0,0,0,0,0,33,0,0.29981599999999997,50,0.150000,1,5,0,0
Sieve,134,133,0,0,0,0,0,0,0,0.302712,30,0.050000,4,4,0,0
Sieve,117,107,0,0,0,0,0,9,0,0.303277,100,0.100000,3,3,0,0
Sieve,114,104,0,0,0,0,0,9,0,0.303345,90,0.100000,2,4,0,0
Sieve,118,117,0,0,0,0,0,0,0,0.30304699999999996,10,0.050000,5,1,0,0
Sieve,125,124,0,0,0,0,0,0,0,0.303018,10,0.050000,4,2,0,0
Sieve,134,133,0,0,0,0,0,0,0,0.30286,20,0.150000,1,3,0,0
Sieve,104,102,0,0,0,0,0,1,0,0.303443,50,0.100000,3,5,0,0
Sieve,277,271,0,0,0,0,0,5,0,0.30021600000000004,20,0.050000,4,1,0,0
Sieve,364,235,0,0,0,0,0,128,0,0.299674,100,0.250000,4,3,0,0
Sieve,139,137,0,0,0,0,0,1,0,0.30264800000000003,30,0.150000,4,3,0,0
Sieve,263,205,0,0,0,0,0,57,0,0.300802,90,0.250000,3,4,0,0
Sieve,111,107,0,0,0,0,0,3,0,0.30319399999999996,60,0.050000,3,4,0,0
Sieve,105,101,0,0,0,0,0,3,0,0.3034,60,0.200000,5,2,0,0
Sieve,122,111,0,0,0,0,0,10,0,0.30302700000000005,80,0.150000,4,5,0,0
Sieve,115,107,0,0,0,0,0,7,0,0.30309600000000003,90,0.200000,5,5,0,0
Sieve,106,105,0,0,0,0,0,0,0,0.303246,30,0.250000,1,3,0,0
Sieve,126,109,0,0,0,0,0,16,0,0.303157,90,0.150000,4,1,0,0
Sieve,114,113,0,0,0,0,0,0,0,0.304292,20,0.150000,5,4,0,0
Sieve,127,120,0,0,0,0,0,6,0,0.30291199999999996,60,0.250000,2,4,0,0
Sieve,111,103,0,0,0,0,0,7,0,0.303291,90,0.050000,4,4,0,0
Sieve,113,112,0,0,0,0,0,0,0,0.303258,40,0.250000,4,2,0,0
Sieve,115,105,0,0,0,0,0,9,0,0.303122,100,0.250000,4,5,0,0
Sieve,117,116,0,0,0,0,0,0,0,0.30304600000000004,20,0.100000,1,3,0,0
Sieve,108,107,0,0,0,0,0,0,0,0.30333,40,0.100000,3,4,0,0
Sieve,142,141,0,0,0,0,0,0,0,0.302901,30,0.200000,1,4,0,0
Sieve,143,134,0,0,0,0,0,8,0,0.30287299999999995,60,0.150000,5,4,0,0
Sieve,122,121,0,0,0,0,0,0,0,0.30281199999999997,40,0.200000,5,5,0,0
Sieve,143,138,0,0,0,0,0,4,0,0.30287200000000003,40,0.050000,5,4,0,0
Sieve,106,100,0,0,0,0,0,5,0,0.30341300000000004,80,0.100000,1,3,0,0
Sieve,121,119,0,0,0,0,0,1,0,0.303107,40,0.150000,1,4,0,0
Sieve,144,129,0,0,0,0,0,14,0,0.30269,100,0.150000,5,4,0,0
Sieve,123,111,0,0,0,0,0,11,0,0.30304299999999995,90,0.200000,2,1,0,0
Sieve,104,103,0,0,0,0,0,0,0,0.30336700000000005,30,0.150000,3,1,0,0
Sieve,118,111,0,0,0,0,0,6,0,0.30308100000000004,80,0.050000,2,1,0,0
Sieve,126,118,0,0,0,0,0,7,0,0.302909,80,0.050000,5,1,0,0
Sieve,122,121,0,0,0,0,0,0,0,0.303033,20,0.200000,4,5,0,0
Sieve,114,113,0,0,0,0,0,0,0,0.303057,30,0.150000,2,5,0,0
Sieve,112,104,0,0,0,0,0,7,0,0.303179,90,0.150000,2,3,0,0
Sieve,112,109,0,0,0,0,0,2,0,0.303349,50,0.150000,4,2,0,0
Sieve,116,115,0,0,0,0,0,0,0,0.30322499999999997,20,0.150000,5,2,0,0
Sieve,119,105,0,0,0,0,0,13,0,0.303295,100,0.100000,5,4,0,0
Sieve,118,112,0,0,0,0,0,5,0,0.303303,60,0.050000,5,3,0,0
Sieve,115,107,0,0,0,0,0,7,0,0.303119,80,0.150000,4,3,0,0
Sieve,112,111,0,0,0,0,0,0,0,0.303107,10,0.100000,5,4,0,0
Sieve,116,115,0,0,0,0,0,0,0,0.303179,40,0.200000,4,3,0,0
Sieve,125,118,0,0,0,0,0,6,0,0.302536,80,0.250000,2,4,0,0
Sieve,575,432,0,0,0,0,0,142,0,0.29611200000000004,40,0.200000,2,1,0,0
Sieve,115,109,0,0,0,0,0,5,0,0.30335900000000005,70,0.150000,2,2,0,0
Sieve,109,108,0,0,0,0,0,0,0,0.30335199999999996,10,0.150000,4,2,0,0
Sieve,115,109,0,0,0,0,0,5,0,0.303272,70,0.250000,1,4,0,0
Sieve,114,113,0,0,0,0,0,0,0,0.304025,10,0.050000,4,4,0,0
Sieve,130,119,0,0,0,0,0,10,0,0.303138,70,0.100000,2,3,0,0
Sieve,118,107,0,0,0,0,0,10,0,0.30339700000000003,90,0.100000,4,4,0,0
Sieve,257,230,0,0,0,0,0,26,0,0.30049400000000004,50,0.250000,2,2,0,0
Sieve,276,242,0,0,0,0,0,33,0,0.30083000000000004,50,0.100000,5,4,0,0
Sieve,114,104,0,0,0,0,0,9,0,0.30316299999999996,100,0.200000,2,2,0,0
Sieve,120,110,0,0,0,0,0,9,0,0.303237,100,0.150000,3,1,0,0
Sieve,118,117,0,0,0,0,0,0,0,0.30298400000000003,20,0.100000,4,4,0,0
Sieve,115,114,0,0,0,0,0,0,0,0.303264,30,0.150000,5,5,0,0
Sieve,106,101,0,0,0,0,0,4,0,0.303339,70,0.250000,2,3,0,0
Sieve,117,107,0,0,0,0,0,9,0,0.30317099999999997,100,0.100000,3,2,0,0
Sieve,120,119,0,0,0,0,0,0,0,0.30307300000000004,20,0.100000,4,5,0,0
Sieve,365,225,0,0,0,0,0,139,0,0.29980300000000004,100,0.150000,3,5,0,0
Sieve,128,119,0,0,0,0,0,8,0,0.30288400000000004,90,0.200000,3,4,0,0
Sieve,121,111,0,0,0,0,0,9,0,0.30326200000000003,90,0.100000,5,4,0,0
Sieve,114,108,0,0,0,0,0,5,0,0.30311699999999997,80,0.200000,5,2,0,0
Sieve,178,177,0,0,0,0,0,0,0,0.302092,10,0.050000,2,1,0,0
Sieve,135,132,0,0,0,0,0,2,0,0.302817,40,0.150000,5,5,0,0
Sieve,136,128,0,0,0,0,0,7,0,0.302933,80,0.200000,5,3,0,0
Sieve,124,120,0,0,0,0,0,3,0,0.303075,50,0.100000,5,5,0,0
Sieve,128,116,0,0,0,0,0,11,0,0.30301599999999995,100,0.150000,1,4,0,0
Sieve,112,103,0,0,0,0,0,8,0,0.303322,90,0.150000,4,4,0,0
Sieve,114,107,0,0,0,0,0,6,0,0.303152,90,0.100000,2,3,0,0
Sieve,288,274,0,0,0,0,0,13,0,0.298257,30,0.200000,5,5,0,0
Sieve,138,134,0,0,0,0,0,3,0,0.30304299999999995,30,0.250000,3,1,0,0
Sieve,120,119,0,0,0,0,0,0,0,0.30301900000000004,10,0.200000,1,1,0,0
Sieve,143,129,0,0,0,0,0,13,0,0.302809,90,0.050000,5,1,0,0
Sieve,113,112,0,0,0,0,0,0,0,0.30309200000000003,40,0.200000,4,4,0,0
Sieve,310,278,0,0,0,0,0,31,0,0.29842100000000005,40,0.250000,4,5,0,0
Sieve,117,116,0,0,0,0,0,0,0,0.30326600000000004,30,0.050000,2,3,0,0
Sieve,110,109,0,0,0,0,0,0,0,0.30323599999999995,20,0.050000,4,5,0,0
