Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,vPTA < rTA,improv. < minTailAgeDifference,improv. < diffRatio * vPTA,Final Miss Ratio,minSlabs,tailAgeDifferenceRatio,minTailAgeDifference,numSlabsFreeMem,slabProjectionLength
Lru,302,0,0,0,0,0,301,23,0.733206,5,0.250000,50,4,4
Lru,366,0,0,0,0,0,365,16,0.733206,2,0.200000,50,3,4
Lru,370,0,0,0,0,0,369,4,0.733206,1,0.150000,30,4,3
Lru,373,0,0,0,0,0,372,6,0.733206,5,0.250000,110,1,2
Lru,416,0,0,0,0,0,415,11,0.733206,2,0.050000,100,1,1
Lru,488,0,0,0,0,0,487,5,0.733206,3,0.100000,70,3,2
Lru,158,0,0,0,0,0,157,23,0.733206,4,0.050000,40,3,4
Lru,164,0,0,0,0,0,163,24,0.733206,1,0.150000,30,1,1
Lru,160,0,0,0,0,0,159,16,0.733206,1,0.250000,70,4,1
Lru,165,0,0,0,0,0,164,10,0.733206,3,0.250000,70,2,3
Lru,162,0,0,0,0,0,161,9,0.733206,4,0.200000,110,5,4
Lru,160,0,0,0,0,0,159,7,0.733206,1,0.200000,130,4,5
Lru,538,0,0,0,0,0,537,4,0.733206,4,0.100000,70,5,5
Lru,165,0,0,0,0,0,164,23,0.733206,3,0.050000,120,1,1
Lru,172,0,0,0,0,0,171,14,0.733206,5,0.200000,30,1,4
Lru,176,0,0,0,0,0,175,19,0.733206,1,0.200000,20,4,4
Lru,179,0,0,0,0,0,178,7,0.733206,3,0.100000,50,3,5
Lru,171,0,0,0,0,0,170,15,0.733206,2,0.250000,110,3,2
Lru,158,0,0,0,0,0,157,15,0.733206,4,0.100000,110,5,4
Lru,659,0,0,0,0,0,658,2,0.733206,4,0.150000,80,4,3
Lru,217,0,0,0,0,0,216,4,0.733206,1,0.100000,130,3,5
Lru,170,0,0,0,0,0,169,9,0.733206,4,0.200000,70,4,1
Lru,156,0,0,0,0,0,155,6,0.733206,1,0.250000,90,3,3
Lru,174,0,0,0,0,0,173,4,0.733206,1,0.100000,30,4,5
Lru,167,0,0,0,0,0,166,31,0.733206,1,0.200000,100,1,1
Lru,204,0,0,0,0,0,203,12,0.733206,2,0.150000,120,3,3
Lru,162,0,0,0,0,0,161,14,0.733206,4,0.200000,70,3,2
Lru,161,0,0,0,0,0,160,16,0.733206,4,0.050000,10,2,1
Lru,168,0,0,0,0,0,167,5,0.733206,1,0.200000,20,5,2
Lru,176,0,0,0,0,0,175,37,0.733206,4,0.050000,120,4,5
Lru,220,0,0,0,0,0,219,14,0.733206,3,0.100000,20,3,4
Lru,209,0,0,0,0,0,208,32,0.733206,4,0.100000,30,3,1
Lru,217,0,0,0,0,0,216,10,0.733206,5,0.050000,20,4,3
Lru,642,0,0,0,0,0,641,0,0.733206,1,0.200000,30,3,5
Lru,167,0,0,0,0,0,166,17,0.733206,3,0.150000,90,4,4
Lru,181,0,0,0,0,0,180,19,0.733206,1,0.250000,70,1,4
Lru,190,0,0,0,0,0,189,26,0.733206,5,0.150000,30,2,4
Lru,162,0,0,0,0,0,161,23,0.733206,3,0.250000,120,4,5
Lru,584,0,0,0,0,0,583,3,0.733206,4,0.050000,30,2,2
Lru,196,0,0,0,0,0,195,16,0.733206,5,0.200000,110,1,2
Lru,161,0,0,0,0,0,160,13,0.733206,3,0.100000,70,3,4
Lru,201,0,0,0,0,0,200,14,0.733206,4,0.250000,20,5,1
Lru,176,0,0,0,0,0,175,19,0.733206,2,0.100000,30,2,3
Lru,164,0,0,0,0,0,163,16,0.733206,5,0.150000,120,2,5
Lru,169,0,0,0,0,0,168,17,0.733206,3,0.150000,30,5,5
Lru,166,0,0,0,0,0,165,21,0.733206,4,0.100000,80,3,4
Lru,187,0,0,0,0,0,186,39,0.733206,2,0.100000,10,5,5
Lru,176,0,0,0,0,0,175,5,0.733206,2,0.100000,70,3,2
Lru,171,0,0,0,0,0,170,7,0.733206,3,0.050000,90,2,2
Lru,176,0,0,0,0,0,175,5,0.733206,4,0.050000,90,2,4
Lru,179,0,0,0,0,0,178,10,0.733206,4,0.200000,40,3,2
Lru,165,0,0,0,0,0,164,10,0.733206,5,0.200000,90,2,5
Lru,161,0,0,0,0,0,160,9,0.733206,1,0.050000,20,2,3
Lru,176,0,0,0,0,0,175,8,0.733206,2,0.200000,80,1,5
Lru,170,0,0,0,0,0,169,30,0.733206,5,0.150000,60,5,2
Lru,166,0,0,0,0,0,165,9,0.733206,1,0.150000,90,3,5
Lru,165,0,0,0,0,0,164,19,0.733206,2,0.250000,60,5,5
Lru,161,0,0,0,0,0,160,12,0.733206,3,0.050000,20,5,1
Lru,166,0,0,0,0,0,165,12,0.733206,5,0.050000,40,5,2
Lru,165,0,0,0,0,0,164,12,0.733206,3,0.100000,20,1,5
Lru,197,0,0,0,0,0,196,15,0.733206,1,0.100000,60,2,2
Lru,172,0,0,0,0,0,171,33,0.733206,4,0.250000,110,4,2
Lru,157,0,0,0,0,0,156,22,0.733206,4,0.150000,20,3,5
Lru,158,0,0,0,0,0,157,14,0.733206,4,0.100000,110,5,3
Lru,170,0,0,0,0,0,169,17,0.733206,3,0.050000,100,2,3
Lru,186,0,0,0,0,0,185,11,0.733206,2,0.100000,40,3,5
Lru,167,0,0,0,0,0,166,13,0.733206,3,0.150000,60,5,2
Lru,193,0,0,0,0,0,192,14,0.733206,5,0.050000,130,5,2
Lru,160,0,0,0,0,0,159,17,0.733206,4,0.150000,20,1,2
Lru,161,0,0,0,0,0,160,15,0.733206,5,0.150000,100,5,2
Lru,169,0,0,0,0,0,168,6,0.733206,3,0.100000,70,5,1
Lru,171,0,0,0,0,0,170,16,0.733206,2,0.250000,30,4,1
Lru,167,0,0,0,0,0,166,11,0.733206,1,0.050000,60,2,4
Lru,373,0,0,0,0,0,372,2,0.733206,1,0.200000,70,3,2
Lru,159,0,0,0,0,0,158,12,0.733206,5,0.250000,50,4,2
Lru,164,0,0,0,0,0,163,15,0.733206,5,0.250000,90,5,5
Lru,165,0,0,0,0,0,164,15,0.733206,4,0.150000,120,4,1
Lru,184,0,0,0,0,0,183,18,0.733206,3,0.050000,90,5,1
Lru,165,0,0,0,0,0,164,9,0.733206,1,0.150000,60,2,3
Lru,174,0,0,0,0,0,173,8,0.733206,1,0.250000,70,2,2
Lru,210,0,0,0,0,0,209,19,0.733206,5,0.050000,100,2,4
Lru,350,0,0,0,0,0,349,9,0.733206,3,0.250000,130,2,1
Lru,876,0,0,0,0,0,875,0,0.733206,2,0.100000,30,3,3
Lru,167,0,0,0,0,0,166,9,0.733206,2,0.200000,50,3,1
Lru,159,0,0,0,0,0,158,11,0.733206,1,0.050000,70,2,5
Lru,171,0,0,0,0,0,170,20,0.733206,3,0.100000,130,1,5
Lru,161,0,0,0,0,0,160,12,0.733206,3,0.200000,20,1,2
Lru,169,0,0,0,0,0,168,14,0.733206,2,0.100000,70,1,2
Lru,159,0,0,0,0,0,158,14,0.733206,2,0.250000,80,1,5
Lru,161,0,0,0,0,0,160,14,0.733206,2,0.100000,120,2,1
Lru,166,0,0,0,0,0,165,16,0.733206,1,0.100000,20,3,4
Lru,167,0,0,0,0,0,166,30,0.733206,5,0.100000,50,5,1
Lru,179,0,0,0,0,0,178,10,0.733206,1,0.150000,100,3,5
Lru,167,0,0,0,0,0,166,13,0.733206,5,0.150000,80,5,3
Lru,180,0,0,0,0,0,179,6,0.733206,5,0.150000,50,4,2
Lru,162,0,0,0,0,0,161,28,0.733206,2,0.150000,40,1,5
Lru,168,0,0,0,0,0,167,18,0.733206,5,0.050000,20,4,4
Lru,170,0,0,0,0,0,169,11,0.733206,4,0.050000,40,5,4
Lru,868,90,0,0,0,0,777,3,0.7044790000000001,5,0.050000,10,5,1
Lru,163,0,0,0,0,0,162,24,0.733206,5,0.100000,10,3,2
Lru,167,0,0,0,0,0,166,5,0.733206,1,0.050000,60,1,4
Lru,567,0,0,0,0,0,566,6,0.733206,2,0.250000,60,2,5
Lru,179,0,0,0,0,0,178,9,0.733206,5,0.200000,80,2,1
Lru,194,0,0,0,0,0,193,31,0.733206,5,0.050000,70,5,5
Lru,370,0,0,0,0,0,369,15,0.733206,4,0.200000,40,5,5
Lru,164,0,0,0,0,0,163,9,0.733206,1,0.100000,50,5,3
Lru,195,0,0,0,0,0,194,13,0.733206,5,0.200000,110,3,5
Lru,167,0,0,0,0,0,166,18,0.733206,3,0.100000,110,4,4
Lru,189,0,0,0,0,0,188,19,0.733206,5,0.250000,70,2,3
Lru,202,0,0,0,0,0,201,11,0.733206,2,0.250000,120,4,1
Lru,493,0,0,0,0,0,492,0,0.733206,1,0.050000,30,5,4
Lru,163,0,0,0,0,0,162,38,0.733206,5,0.200000,10,5,5
Lru,196,0,0,0,0,0,195,23,0.733206,4,0.150000,130,5,2
Lru,168,0,0,0,0,0,167,18,0.733206,3,0.050000,50,5,4
Lru,416,0,0,0,0,0,415,3,0.733206,5,0.100000,20,4,1
Lru,160,0,0,0,0,0,159,5,0.733206,1,0.050000,80,3,1
Lru,477,0,0,0,0,0,476,0,0.733206,1,0.050000,20,3,5
Lru,215,0,0,0,0,0,214,12,0.733206,5,0.100000,90,1,3
Lru,160,0,0,0,0,0,159,31,0.733206,2,0.150000,130,1,2
Lru,161,0,0,0,0,0,160,10,0.733206,2,0.200000,10,2,1
Lru,164,0,0,0,0,0,163,17,0.733206,3,0.150000,50,3,2
Lru,201,0,0,0,0,0,200,9,0.733206,3,0.200000,90,3,1
Lru,204,0,0,0,0,0,203,25,0.733206,5,0.200000,110,2,5
Lru,181,0,0,0,0,0,180,22,0.733206,4,0.050000,90,2,5
Lru,161,0,0,0,0,0,160,18,0.733206,2,0.150000,30,1,3
Lru,178,0,0,0,0,0,177,8,0.733206,2,0.200000,120,2,1
